#Genome	Original Genome name	Microbial Group	Microbial Group obtaining method	Genome Phylogeny	Strain name	Genome mean coverage	Genome completeness (%)	Genome contamination (%)	Strain heterogeneity (%)	16S rRNA phylogeny (The longest identified fragment)	# ambiguous bases	# contigs	# predicted genes	# scaffolds	Coding density	GC	GC std	Genome size	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs	Gram	Environment
SZUA-1461	SZU_CymS.D.VD.FS848_4.8	Deltaproteobacteria-Desulfocapsa	GTDB genome phylogeny	d__Bacteria;p__Desulfobacteraeota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sulfexigens	Desulfocapsa sulfexigens SZUA-1461 [Species]	26.19	50.42	5.04	76.92	#N/A	0	665	2193	665	0.87224541	0.433645555	0.021567349	1835981	15824	15824	2760.873684	2760.873684	2810	2810	11	14	0	0	0	0	14	Gram Negative	CymS.VD
SZUA-1467	SZU_CymS.D.VD.FS848_6.8	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;unclassified	Leucothrix sp. SZUA-1467 [Genus]	39.58	72.21	4.04	32.14	#N/A	0	643	2093	643	0.881029788	0.395691726	0.020451811	1901829	10764	10764	2957.74339	2957.74339	3094	3094	11	19	0	0	0	0	19	Gram Negative	CymS.VD
SZUA-1471	SZU_CymS.D.VD.FS866_1.3	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1471 [Species]	202.2	95.71	3.81	25	#N/A	0	68	1179	68	0.939000968	0.411234454	0.010966848	1048115	65001	65001	15413.45588	15413.45588	29841	29841	11	35	0	1	0	0	36	Archaea	CymS.VD
SZUA-1472	SZU_CymS.D.VD.FS866_10.6	Nanoarchaeota	GTDB genome phylogeny	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Nanopusillus;unclassified	Candidatus Nanopusillus sp. SZUA-1472 [Genus]	20.09	62.77	4.13	44.44	#N/A	0	132	831	132	0.877730224	0.318615564	0.015051777	668489	20532	20532	5064.310606	5064.310606	5634	5634	11	38	0	0	1	0	39	Archaea	CymS.VD
SZUA-1473	SZU_CymS.D.VD.FS866_2.14	Euryarchaeota	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified	Euryarchaeota archaeon SZUA-1473 [Phylum]	18.13	61.76	0.07	100	#N/A	0	80	484	80	0.949139768	0.552216822	0.035400989	378154	13243	13243	4726.925	4726.925	4946	4946	11	28	0	0	0	0	28	Archaea	CymS.VD
SZUA-1476	SZU_CymS.D.VD.FS866_3.3	Euryarchaeota-Thermococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B paralvinellae	Thermococcus paralvinellae SZUA-1476 [Species]	20.97	85.11	3.27	100	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus paralvinellae	0	287	1796	287	0.884440993	0.436695105	0.021595773	1413927	24014	24014	4926.574913	4926.574913	6042	6042	11	38	0	0	0	0	38	Archaea	CymS.VD
SZUA-1478	SZU_CymS.D.VD.FS866_3.8	Thermotogae-Thermotogales	GTDB genome phylogeny	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;unclassified	Thermotoga sp. SZUA-1478 [Genus]	12.02	54.66	0.16	100	#N/A	0	316	1034	316	0.948656686	0.348022834	0.01705589	793560	8591	8591	2511.265823	2511.265823	2540	2540	11	21	0	0	0	0	21	Gram Negative	CymS.VD
SZUA-1488	SZU_CymS.D.VD.FS866_9.5	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;unclassified	Pyrodictium sp. SZUA-1488 [Genus]	42.79	66.03	7.02	52.94	#N/A	0	137	949	137	0.89354806	0.411623241	0.016500487	808346	27269	27269	5900.335766	5900.335766	6568	6568	11	36	0	0	0	1	37	Archaea	CymS.VD
SZUA-1489	SZU_CymS.D.VD.FS872_1.6	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;unclassified;unclassified;unclassified	Anaerolineales bacterium SZUA-1489 [Order]	140.9	63.4	1.46	33.33	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	0	374	1705	374	0.912201487	0.651205827	0.018682827	1673001	16454	16454	4473.264706	4473.264706	4613	4613	11	22	0	0	0	1	23	Gram Negative	CymS.VD
SZUA-1490	SZU_CymS.D.VD.FS872_10.4	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;unclassified;unclassified	Anaerolineaceae bacterium SZUA-1490 [Family]	230.03	89.09	1.82	0	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured Chloroflexi bacterium	0	224	2109	224	0.90790722	0.642272079	0.018506938	2135542	42492	42492	9533.669643	9533.669643	13195	13195	11	43	0	0	0	0	43	Gram Negative	CymS.VD
SZUA-1491	SZU_CymS.D.VD.FS872_2.5	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;unclassified;unclassified;unclassified	Caldilineales bacterium SZUA-1491 [Order]	56.16	55.65	0.99	0	#N/A	0	357	1607	357	0.911614943	0.622692241	0.0154559	1746879	15450	15450	4893.218487	4893.218487	5226	5226	11	24	0	1	0	0	25	Gram Negative	CymS.VD
SZUA-1492	SZU_CymS.D.VD.FS872_4.2	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;unclassified;unclassified;unclassified	Anaerolineales bacterium SZUA-1492 [Order]	42.92	82.27	5.61	0	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	0	426	2484	426	0.910322269	0.667074315	0.018930873	2495614	32528	32528	5858.248826	5858.248826	7623	7623	11	39	0	1	0	1	41	Gram Negative	CymS.VD
SZUA-1493	SZU_CymS.D.VD.FS872_4.3	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;unclassified;unclassified;unclassified;unclassified	Anaerolineae bacterium SZUA-1493 [Class]	34.68	58.08	0.91	0	#N/A	0	996	3047	996	0.914572055	0.589278521	0.018342929	3475584	18343	18343	3489.542169	3489.542169	3969	3969	11	32	0	1	0	0	33	Gram Negative	CymS.VD
SZUA-1494	SZU_CymS.D.VD.FS872_4.5	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;unclassified;unclassified;unclassified;unclassified	Anaerolineae bacterium SZUA-1494 [Class]	18.4	54.65	1.82	0	#N/A	0	895	2394	895	0.917744645	0.623358741	0.021405975	2346522	14523	14523	2621.812291	2621.812291	2680	2680	11	24	0	0	0	2	26	Gram Negative	CymS.VD
SZUA-1496	SZU_CymS.D.VD.FS872_5.8	Candidatus Bipolaricaulota	GTDB genome phylogeny	d__Bacteria;p__Acetothermia;c__OPB14;o__OPB14;f__64-32;g__64-32;s__64-32 sp1	Candidatus Bipolaricaulota bacterium SZUA-1496 [Phylum]	59.12	83.9	0	0	Bacteria;Acetothermia;uncultured bacterium	0	327	1726	327	0.932021891	0.663735417	0.022891165	1504705	29631	29631	4601.544343	4601.544343	5952	5952	11	46	0	0	0	2	48	Gram Negative	CymS.VD
SZUA-1497	SZU_CymS.D.VD.FS872_9.1	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__UBA8133;g__RBG-16-64-12;unclassified	Planctomycetes bacterium SZUA-1497 [Phylum]	27.19	80.83	1.36	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage;uncultured planctomycete	0	763	4386	763	0.831267461	0.646116163	0.015472145	5371904	43394	43394	7040.503277	7040.503277	8616	8616	11	32	0	0	2	1	35	Gram Negative	CymS.VD
SZUA-1498	SZU_CymS.D.VD.FS879_1.5	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;unclassified;unclassified	Thiotrichaceae bacterium SZUA-1498 [Family]	16.25	50.16	3.45	50	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;uncultured gamma proteobacterium	0	284	1196	284	0.880537792	0.3957077	0.01937447	1064278	10196	10196	3747.457746	3747.457746	3817	3817	11	13	0	0	0	0	13	Gram Negative	CymS.VD
SZUA-1500	SZU_CymS.D.VD.FS879_2.3	Deltaproteobacteria-Desulfocapsa	GTDB genome phylogeny	d__Bacteria;p__Desulfobacteraeota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sulfexigens	Desulfocapsa sulfexigens SZUA-1500 [Species]	17.6	75.53	1.19	0	#N/A	0	435	2176	435	0.87886088	0.436100926	0.02105146	2163529	18292	18292	4973.629885	4973.629885	5231	5231	11	15	0	0	0	0	15	Gram Negative	CymS.VD
SZUA-1501	SZU_CymS.D.VD.FS879_3.8	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	Aquifex aeolicus SZUA-1501 [Species]	16.55	96.34	0.41	100	#N/A	0	63	1209	63	0.946111775	0.42742617	0.018752736	1125385	70623	70623	17863.25397	17863.25397	26847	26847	11	37	0	0	0	1	38	Gram Negative	CymS.VD
SZUA-1506	SZU_CymS.D.VD.FS879_7.2	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;unclassified	Leucothrix sp. SZUA-1506 [Genus]	12.18	77.71	7.19	25.71	#N/A	0	883	2731	883	0.878041158	0.395455289	0.020265814	2511667	10522	10522	2844.469989	2844.469989	2948	2948	11	23	0	0	0	1	24	Gram Negative	CymS.VD
SZUA-1507	SZU_CymS.D.VD.FS879_9.7	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__TC5-1;unclassified	Desulfurobacteriaceae bacterium SZUA-1507 [Family]	16.44	66.73	2.93	70	#N/A	0	160	976	160	0.924349743	0.273141099	0.022965469	870810	21295	21295	5442.5625	5442.5625	5683	5683	11	20	0	0	0	1	21	Gram Negative	CymS.VD
SZUA-1508	SZU_CymS.D.VD.FS881_1.13	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;unclassified;unclassified;unclassified	Desulfurococcales archaeon SZUA-1508 [Order]	47.83	88.53	4.32	62.5	#N/A	0	167	1351	167	0.889930208	0.365113252	0.016978286	1167750	41155	41155	6992.51497	6992.51497	8626	8626	11	33	0	0	2	0	35	Archaea	CymS.VD
SZUA-1509	SZU_CymS.D.VD.FS881_1.3	Alphaproteobacteria-Sphingomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium capsulatum	Novosphingobium capsulatum SZUA-1509 [Species]	182.6	97.9	1.18	0	#N/A	0	246	3353	246	0.896547536	0.663068687	0.018752758	3532260	86429	86429	14358.78049	14358.78049	20749	20749	11	48	0	0	0	0	48	Gram Negative	CymS.VD
SZUA-1512	SZU_CymS.D.VD.FS881_1.5	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;unclassified	Sulfurovum sp. SZUA-1512 [Genus]	119.71	85.45	6.76	14.29	#N/A	0	312	2194	312	0.927007425	0.353724442	0.02356763	1921442	37969	37969	6158.467949	6158.467949	7350	7350	11	28	0	0	0	0	28	Gram Negative	CymS.VD
SZUA-1513	SZU_CymS.D.VD.FS881_1.6_VB	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella sp1	Persephonella sp. SZUA-1513 [Genus]	326.27	88.21	0	0	#N/A	0	119	1415	119	0.942818027	0.292152731	0.01600898	1289952	55435	55435	10839.93277	10839.93277	15042	15042	11	27	0	0	0	0	27	Gram Negative	CymS.VD
SZUA-1514	SZU_CymS.D.VD.FS881_12.18	Aigarchaeota	Phylogenetic tree	d__Archaea;p__Crenarchaeota;c__Thermoprotei;unclassified;unclassified;unclassified;unclassified	Candidatus Caldiarchaeum subterraneum SZUA-1514 [Species]	28.87	88.35	1.94	50	#N/A	0	163	1264	163	0.921780132	0.364433771	0.019951589	1082257	33768	33768	6639.613497	6639.613497	7933	7933	11	32	0	0	10	1	43	Archaea	CymS.VD
SZUA-1515	SZU_CymS.D.VD.FS881_12.9	Aigarchaeota	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Aigarchaeales;f__Caldiarchaeaceae;g__Caldiarchaeum;s__Caldiarchaeum subterraneum	Candidatus Caldiarchaeum subterraneum SZUA-1515 [Species]	33.84	94.17	1.05	50	#N/A	0	165	1695	165	0.931750399	0.484756682	0.033159967	1487701	33757	33757	9016.369697	9016.369697	11777	11777	11	35	0	0	1	0	36	Archaea	CymS.VD
SZUA-1517	SZU_CymS.D.VD.FS881_2.9	Gammaproteobacteria-Thiomicrospirales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Sulfurivirgaceae;g__Sulfurivirga;s__Sulfurivirga caldicuralii	Sulfurivirga caldicuralii SZUA-1517 [Species]	41.82	96.85	1.02	50	#N/A	0	163	1623	163	0.941113012	0.55476682	0.027288212	1510011	31635	31635	9263.871166	9263.871166	11982	11982	11	36	0	0	0	0	36	Gram Negative	CymS.VD
SZUA-1518	SZU_CymS.D.VD.FS881_3.1	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans	Pseudomonas oleovorans SZUA-1518 [Species]	47.19	98.3	0.36	33.33	#N/A	0	202	4913	202	0.898716735	0.650689134	0.021488606	5140948	177978	177978	25450.23762	25450.23762	46498	46498	11	55	0	0	1	5	61	Gram Negative	CymS.VD
SZUA-1519	SZU_CymS.D.VD.FS881_3.20	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	Aquifex aeolicus SZUA-1519 [Species]	458.11	96.54	0	0	#N/A	0	52	1175	52	0.945464158	0.427826761	0.018712588	1117852	142210	142210	21497.15385	21497.15385	31992	31992	11	36	0	0	0	1	37	Gram Negative	CymS.VD
SZUA-1520	SZU_CymS.D.VD.FS881_3.21	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	Aquifex aeolicus SZUA-1520 [Species]	64.56	80.11	3.17	50	#N/A	0	301	1417	301	0.971596362	0.507037998	0.016681838	1108696	16767	16767	3683.375415	3683.375415	4194	4194	11	29	0	1	1	2	33	Gram Negative	CymS.VD
SZUA-1523	SZU_CymS.D.VD.FS881_3.27	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium delaneyi	Pyrodictium delaneyi SZUA-1523 [Species]	50.08	73.63	1.03	66.67	#N/A	0	107	989	107	0.858232327	0.52928469	0.030209053	879982	32111	32111	8224.130841	8224.130841	13108	13108	11	29	0	0	0	0	29	Archaea	CymS.VD
SZUA-1527	SZU_CymS.D.VD.FS881_3.4	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae	Pseudomonas pachastrellae SZUA-1527 [Species]	20.74	82.76	9.28	45.45	#N/A	0	886	3647	886	0.905266603	0.616350392	0.022774463	3150114	24022	24022	3555.433409	3555.433409	4004	4004	11	37	0	1	1	1	40	Gram Negative	CymS.VD
SZUA-1530	SZU_CymS.D.VD.FS881_4.4	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter venetianus	Acinetobacter venetianus SZUA-1530 [Species]	151.38	99.73	0.37	0	#N/A	0	69	3442	69	0.884191327	0.388861739	0.014674249	3591225	253068	253068	52046.73913	52046.73913	87946	87946	11	62	0	0	0	0	62	Gram Negative	CymS.VD
SZUA-1532	SZU_CymS.D.VD.FS881_5.20	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1532 [Species]	67.89	80.66	0.71	75	#N/A	0	244	1235	244	0.794912779	0.357013239	0.020871662	1100483	21255	21255	4510.17623	4510.17623	5839	5839	11	25	0	1	0	0	26	Archaea	CymS.VD
SZUA-1533	SZU_CymS.D.VD.FS881_5.21	Nanoarchaeota	Phylogenetic tree	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;unclassified;unclassified	Candidatus Nanoarchaeota archaeon SZUA-1533 [Phylum]	102.07	73.53	2.54	10	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus infernus ME	0	358	1458	358	0.933212832	0.265163802	0.022879622	1088233	14179	14179	3039.756983	3039.756983	3293	3293	11	31	0	0	0	0	31	Archaea	CymS.VD
SZUA-1534	SZU_CymS.D.VD.FS881_5.23	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1534 [Species]	192.03	96.19	0.78	100	#N/A	0	117	1224	117	0.944338038	0.434400131	0.013435264	1053089	41739	41739	9000.760684	9000.760684	13916	13916	11	30	0	1	0	0	31	Archaea	CymS.VD
SZUA-1535	SZU_CymS.D.VD.FS881_6.30	Nanoarchaeota	GTDB genome phylogeny	d__Archaea;p__Nanoarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified	Candidatus Nanoarchaeota archaeon SZUA-1535 [Phylum]	35.3	85.67	0	0	Archaea;Bathyarchaeota;uncultured archaeon	0	77	825	77	0.928008001	0.299414228	0.01571137	664935	64454	64454	8635.519481	8635.519481	14692	14692	11	41	0	0	1	1	43	Archaea	CymS.VD
SZUA-1537	SZU_CymS.D.VD.FS881_6.9	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;unclassified	Sulfurovum sp. SZUA-1537 [Genus]	71.62	95.47	4.52	60	#N/A	0	305	2140	305	0.92797849	0.391866309	0.01705006	1897933	32530	32530	6222.731148	6222.731148	8667	8667	11	29	0	0	0	0	29	Gram Negative	CymS.VD
SZUA-1538	SZU_CymS.D.VD.FS881_8.16	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	Aquifex aeolicus SZUA-1538 [Species]	237.15	86.3	1.42	25	#N/A	0	307	1637	307	0.95928608	0.375199079	0.019916738	1324854	25848	25848	4315.485342	4315.485342	5221	5221	11	33	0	0	0	0	33	Gram Negative	CymS.VD
SZUA-1539	SZU_CymS.D.VD.FS881_8.18	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;unclassified	Pyrodictium sp. SZUA-1539 [Genus]	194.37	83.13	6.93	66.67	#N/A	0	215	1460	215	0.900802712	0.427593149	0.023633923	1228834	48286	48286	5715.506977	5715.506977	7367	7367	11	40	0	0	0	0	40	Archaea	CymS.VD
